Allocation,Patron Department,Patron Email,Renewal Count,Actual Start,Scheduled End,Actual End,Duration,Resource Count,Summary
6952975,DRAW,@inside.fixture.edu,0,02/14/2025 9:43 AM,02/14/2025 6:30 PM,02/17/2025 7:57 AM,252840,1,Returned: NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107265 | 
5334434,,@fixture.edu,0,02/14/2025 10:24 AM,02/14/2025 6:30 PM,02/14/2025 12:35 PM,7860,2,Returned: LOGITECH WEBCAM - LOGI WEBCAM-107266 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107267 | 
6709938,DRAW,@inside.fixture.edu,1,02/14/2025 1:27 PM,02/21/2025 6:30 PM,02/21/2025 12:54 PM,602820,12,Returned: SANDISK 128GB SD CARD - SANDISK 128SD-107268 | INSTA360 X4 BATTERY - INSTA X4 BATT-107269 | PANASONIC S5 II BODY - PANA S5II-107270 | INSTA360 X4 BATTERY - INSTA X4 BATT-107271 | USB-C MULTIPORT HUB - USBC HUB-107272 | INSTA360 X4 BATTERY - INSTA X4 BATT-107273 | EXTENSION CORD 10FT - EXTCORD10-107274 | EXTENSION CORD 10FT - EXTCORD10-107275 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107276 | HDMI CABLE 10FT - HDMI10-107277 | XLR CABLE 25FT - XLR25-107278 | GODOX LED LIGHT PANEL - GODOX LED-107279 | 
5691890,ANIM,@inside.fixture.edu,1,02/14/2025 3:15 PM,02/18/2025 6:30 PM,02/19/2025 3:56 PM,434460,2,Returned: CARD READER - CARDRDR-107280 | HUION DRAWING TABLET - HUION TABLET-107281 | 
5635017,MDIA,@inside.fixture.edu,0,02/14/2025 4:25 PM,02/19/2025 6:30 PM,02/21/2025 5:58 PM,610380,4,Returned: USB-C TO HDMI ADAPTER - USBC HDMI-107282 | LOGITECH WEBCAM - LOGI WEBCAM-107283 | SANDISK 128GB SD CARD - SANDISK 128SD-107284 | MANFROTTO TRIPOD - MANFRO TRIPOD-107285 | 
1170307,,@inside.fixture.edu,0,02/14/2025 5:38 PM,02/18/2025 6:30 PM,02/18/2025 12:43 PM,327900,3,Returned: WACOM CINTIQ TABLET - WACOM CINTIQ-107286 | LOGITECH WEBCAM - LOGI WEBCAM-107287 | HDMI CABLE 10FT - HDMI10-107288 | 
9667566,,@fixture.edu,0,02/14/2025 6:07 PM,02/14/2025 6:30 PM,02/17/2025 7:57 AM,222600,1,Returned: OLYMPUS 12-40mm LENS - OLY 1240 LENS-107289 | 
4205394,SPAC,@inside.fixture.edu,0,02/15/2025 11:34 AM,02/15/2025 3:00 PM,02/17/2025 7:57 AM,159780,1,Returned: SANDISK 128GB SD CARD - SANDISK 128SD-107290 | 
2436347,DRAW,@inside.fixture.edu,1,02/15/2025 3:37 PM,02/19/2025 6:30 PM,02/24/2025 12:47 PM,767400,9,Returned: EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107291 | XLR CABLE 15FT - XLR15-107292 | META QUEST HEADSET - MQUEST HS-107293 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107294 | PANASONIC S5 II BODY - PANA S5II-107295 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107296 | CARD READER - CARDRDR-107297 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107298 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-107299 | 
5049282,,@fixture.edu,0,02/17/2025 11:13 AM,02/17/2025 6:30 PM,02/17/2025 5:28 PM,22500,1,Returned: BENQ DATA PROJECTOR - BENQ PROJ-107300 | 
7818732,STDA,@inside.fixture.edu,0,02/17/2025 1:02 PM,02/27/2025 6:30 PM,02/24/2025 12:03 PM,601260,12,Returned: GODOX LED LIGHT PANEL - GODOX LED-107301 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107302 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107303 | PANASONIC S5 II BODY - PANA S5II-107304 | XLR CABLE 25FT - XLR25-107305 | WACOM ONE TABLET - WACOM ONE-107306 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107307 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107308 | LEXAR 128GB CF CARD - LEXAR CF128-107309 | META QUEST CONTROLLER - MQUEST CTRL-107310 | INSTA360 X4 BATTERY - INSTA X4 BATT-107311 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107312 | 
9196976,STDA,@inside.fixture.edu,0,02/17/2025 1:07 PM,02/24/2025 6:30 PM,02/24/2025 8:45 AM,589080,15,Returned: LAPTOP SLEEVE CASE - LAPTOP SLEEVE-107313 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107314 | LOGITECH WEBCAM - LOGI WEBCAM-107315 | WACOM ONE TABLET - WACOM ONE-107316 | XLR CABLE 15FT - XLR15-107317 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107318 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107319 | HDMI CABLE 10FT - HDMI10-107320 | GODOX LED LIGHT PANEL - GODOX LED-107321 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-107322 | LEXAR 128GB CF CARD - LEXAR CF128-107323 | FUJIFILM X-T5 BODY - FUJI XT5-107324 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107325 | HUION DRAWING TABLET - HUION TABLET-107326 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107327 | 
5031966,IMAG,@inside.fixture.edu,1,02/17/2025 2:29 PM,03/03/2025 6:30 PM,03/03/2025 4:35 PM,1217160,5,Returned: INSTA360 X4 BATTERY - INSTA X4 BATT-107328 | INSTA360 X4 CAMERA - INSTA X4-107329 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107330 | BENQ DATA PROJECTOR - BENQ PROJ-107331 | ZOOM H5 RECORDER - ZOOM H5-107332 | 
8987516,ANIM,@inside.fixture.edu,0,02/18/2025 1:09 PM,02/20/2025 6:30 PM,02/20/2025 12:33 PM,170640,8,Returned: EPSON PROJECTOR - EPSON PROJ-107333 | SANDISK 64GB SD CARD - SANDISK 64SD-107334 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-107335 | USB-C TO HDMI ADAPTER - USBC HDMI-107336 | DELL XPS LAPTOP CHARGER - DELL XPS CHRG-107337 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107338 | ZOOM H5 RECORDER - ZOOM H5-107339 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107340 | 
9234615,STDA,@inside.fixture.edu,0,02/19/2025 9:44 AM,02/20/2025 6:30 PM,02/21/2025 10:17 AM,174780,3,Returned: NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107341 | EPSON PROJECTOR - EPSON PROJ-107342 | HUION DRAWING TABLET - HUION TABLET-107343 | 
8519121,ANIM,@inside.fixture.edu,2,02/18/2025 1:48 PM,04/25/2025 6:30 PM,04/23/2025 12:04 PM,5523360,1,Returned: FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107344 | 
1289293,SPAC,@inside.fixture.edu,0,02/18/2025 4:21 PM,02/19/2025 6:30 PM,10/07/2025 1:59 PM,19949880,10,Returned: LOGITECH WIRELESS MOUSE - LOGI MOUSE-107345 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107346 | RODE WIRELESS MIC - RODE WIRELESS-107347 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-107348 | USB KEYBOARD - USB KYBD-107349 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107350 | META QUEST CONTROLLER - MQUEST CTRL-107351 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107352 | DELL XPS LAPTOP - DELL XPS-107353 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107354 | 
2561176,,@inside.fixture.edu,0,02/18/2025 4:42 PM,02/21/2025 6:30 PM,02/22/2025 3:06 PM,339840,6,Returned: GODOX LIGHT STAND - GODOX STAND-107355 | SANDISK 128GB SD CARD - SANDISK 128SD-107356 | EQUIPMENT CRATE 12x12 - CRATE12-107357 | XLR CABLE 25FT - XLR25-107358 | EQUIPMENT CRATE 12x12 - CRATE12-107359 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107360 | 
5936453,,@inside.fixture.edu,0,02/19/2025 9:24 AM,02/19/2025 2:00 PM,02/19/2025 1:39 PM,15300,39,Returned: FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107361 | PANASONIC S5 II BODY - PANA S5II-107362 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107363 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107364 | INSTA360 X4 CAMERA - INSTA X4-107365 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107366 | WACOM ONE TABLET - WACOM ONE-107367 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107368 | META QUEST CONTROLLER - MQUEST CTRL-107369 | META QUEST CONTROLLER - MQUEST CTRL-107370 | META QUEST HEADSET - MQUEST HS-107371 | WACOM ONE TABLET - WACOM ONE-107372 | PANASONIC S5 II BODY - PANA S5II-107373 | USB-C MULTIPORT HUB - USBC HUB-107374 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-107375 | GODOX POWER SUPPLY - GODOX PSU-107376 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107377 | GODOX LIGHT STAND - GODOX STAND-107378 | RODE WIRELESS MIC - RODE WIRELESS-107379 | LOGITECH WEBCAM - LOGI WEBCAM-107380 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107381 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107382 | META QUEST CONTROLLER - MQUEST CTRL-107383 | GODOX LIGHT STAND - GODOX STAND-107384 | META QUEST CHARGING CABLE - MQUEST CABLE-107385 | LOGITECH WEBCAM - LOGI WEBCAM-107386 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107387 | FUJIFILM X-T5 BODY - FUJI XT5-107388 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107389 | META QUEST CHARGING CABLE - MQUEST CABLE-107390 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107391 | GODOX LIGHT STAND - GODOX STAND-107392 | RODE MIC BATTERY - RODE MIC BATT-107393 | XLR CABLE 25FT - XLR25-107394 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107395 | POWER STRIP - PWRSTRIP-107396 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-107397 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107398 | WACOM CINTIQ TABLET - WACOM CINTIQ-107399 | 
4717770,DRAW,@inside.fixture.edu,0,02/21/2025 8:27 AM,02/24/2025 12:00 PM,02/24/2025 12:14 PM,272820,1,Returned: INSTA360 X4 CAMERA - INSTA X4-107400 | 
7784725,,@fixture.edu,0,02/19/2025 1:01 PM,02/20/2025 6:30 PM,02/20/2025 8:22 AM,69660,19,Returned: MANFROTTO TRIPOD CASE - MANFRO CASE-107401 | FUJIFILM X-T5 BODY - FUJI XT5-107402 | INSTA360 X4 CASE - INSTA X4 CASE-107403 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107404 | XLR CABLE 25FT - XLR25-107405 | RODE MIC BATTERY - RODE MIC BATT-107406 | DELL XPS LAPTOP - DELL XPS-107407 | EPSON PROJECTOR - EPSON PROJ-107408 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-107409 | POWER STRIP - PWRSTRIP-107410 | ZOOM H5 RECORDER - ZOOM H5-107411 | LOGITECH WEBCAM - LOGI WEBCAM-107412 | GODOX LED LIGHT PANEL - GODOX LED-107413 | LEXAR 128GB CF CARD - LEXAR CF128-107414 | DELL XPS LAPTOP - DELL XPS-107415 | MACBOOK AIR CHARGING CABLE - MBA CABLE-107416 | USB-C MULTIPORT HUB - USBC HUB-107417 | USB-C MULTIPORT HUB - USBC HUB-107418 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107419 | 
5081983,,@fixture.edu,0,02/26/2025 9:35 AM,02/26/2025 6:30 PM,02/26/2025 6:49 PM,33240,19,Returned: XLR CABLE 25FT - XLR25-107420 | WACOM CINTIQ TABLET - WACOM CINTIQ-107421 | DELL XPS LAPTOP - DELL XPS-107422 | WACOM CINTIQ TABLET - WACOM CINTIQ-107423 | EPSON PROJECTOR - EPSON PROJ-107424 | HDMI CABLE 10FT - HDMI10-107425 | EPSON PROJECTOR - EPSON PROJ-107426 | SANDISK 128GB SD CARD - SANDISK 128SD-107427 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107428 | INSTA360 X4 CASE - INSTA X4 CASE-107429 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107430 | USB-C TO HDMI ADAPTER - USBC HDMI-107431 | INSTA360 X4 CAMERA - INSTA X4-107432 | META QUEST CONTROLLER - MQUEST CTRL-107433 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107434 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107435 | USB KEYBOARD - USB KYBD-107436 | CARD READER - CARDRDR-107437 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107438 | 
6137284,,@fixture.edu,0,03/05/2025 9:24 AM,03/05/2025 6:30 PM,03/06/2025 8:03 AM,81540,19,Returned: RODE WIRELESS MIC - RODE WIRELESS-107439 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107440 | USB KEYBOARD - USB KYBD-107441 | INSTA360 X4 BATTERY - INSTA X4 BATT-107442 | META QUEST CONTROLLER - MQUEST CTRL-107443 | LEXAR 128GB CF CARD - LEXAR CF128-107444 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107445 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107446 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107447 | INSTA360 X4 CAMERA - INSTA X4-107448 | EPSON PROJECTOR - EPSON PROJ-107449 | XLR CABLE 15FT - XLR15-107450 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107451 | INSTA360 X4 BATTERY - INSTA X4 BATT-107452 | XLR CABLE 15FT - XLR15-107453 | EPSON PROJECTOR - EPSON PROJ-107454 | GODOX LIGHT STAND - GODOX STAND-107455 | FUJIFILM X-T5 BODY - FUJI XT5-107456 | USB KEYBOARD - USB KYBD-107457 | 
7191135,INDD,@inside.fixture.edu,1,02/19/2025 1:30 PM,02/25/2025 6:30 PM,03/17/2025 4:11 PM,2256060,32,Returned: CARD READER - CARDRDR-107458 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107459 | XLR CABLE 15FT - XLR15-107460 | FUJIFILM X-T5 BODY - FUJI XT5-107461 | FUJIFILM X-T5 BODY - FUJI XT5-107462 | WACOM CINTIQ TABLET - WACOM CINTIQ-107463 | LOGITECH WEBCAM - LOGI WEBCAM-107464 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107465 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107466 | BENQ DATA PROJECTOR - BENQ PROJ-107467 | HDMI CABLE 10FT - HDMI10-107468 | EPSON PROJECTOR - EPSON PROJ-107469 | RODE WIRELESS MIC - RODE WIRELESS-107470 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-107471 | ZOOM H5 RECORDER - ZOOM H5-107472 | EXTENSION CORD 10FT - EXTCORD10-107473 | EPSON PROJECTOR - EPSON PROJ-107474 | MANFROTTO TRIPOD CASE - MANFRO CASE-107475 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107476 | EQUIPMENT CRATE 12x12 - CRATE12-107477 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107478 | HDMI CABLE 10FT - HDMI10-107479 | MACBOOK AIR CHARGING CABLE - MBA CABLE-107480 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107481 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107482 | GODOX POWER SUPPLY - GODOX PSU-107483 | EQUIPMENT CRATE 12x12 - CRATE12-107484 | USB-C TO HDMI ADAPTER - USBC HDMI-107485 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107486 | META QUEST CONTROLLER - MQUEST CTRL-107487 | MACBOOK AIR CHARGING CABLE - MBA CABLE-107488 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107489 | 
8939993,SPAC,@inside.fixture.edu,0,02/21/2025 10:17 AM,02/21/2025 6:30 PM,02/25/2025 8:40 AM,339780,16,Returned: DELL XPS LAPTOP - DELL XPS-107490 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107491 | INSTA360 X4 BATTERY - INSTA X4 BATT-107492 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-107493 | INSTA360 X4 BATTERY - INSTA X4 BATT-107494 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107495 | SANDISK 64GB SD CARD - SANDISK 64SD-107496 | HUION DRAWING TABLET - HUION TABLET-107497 | SANDISK 128GB SD CARD - SANDISK 128SD-107498 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107499 | HDMI CABLE 10FT - HDMI10-107500 | USB-C TO HDMI ADAPTER - USBC HDMI-107501 | USB KEYBOARD - USB KYBD-107502 | LOGITECH WEBCAM - LOGI WEBCAM-107503 | MACBOOK AIR M3 LAPTOP - MBA M3-107504 | RODE MIC BATTERY - RODE MIC BATT-107505 | 
9907391,STDA,@inside.fixture.edu,0,02/19/2025 3:19 PM,02/24/2025 6:30 PM,02/24/2025 10:11 AM,413520,3,Returned: GODOX LED LIGHT PANEL - GODOX LED-107506 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107507 | PANASONIC S5 II BODY - PANA S5II-107508 | 
6767292,MDIA,@inside.fixture.edu,1,02/19/2025 3:48 PM,02/24/2025 6:30 PM,02/24/2025 4:30 PM,434520,2,Returned: LOGITECH WEBCAM - LOGI WEBCAM-107509 | GODOX LED LIGHT PANEL - GODOX LED-107510 | 
8138769,ANIM,@inside.fixture.edu,0,02/20/2025 12:43 PM,02/27/2025 6:30 PM,02/24/2025 11:00 AM,339420,9,Returned: PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107511 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107512 | FUJIFILM X-T5 BODY - FUJI XT5-107513 | WACOM ONE TABLET - WACOM ONE-107514 | USB KEYBOARD - USB KYBD-107515 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107516 | MANFROTTO TRIPOD CASE - MANFRO CASE-107517 | USB-C MULTIPORT HUB - USBC HUB-107518 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-107519 | 
6549757,,@fixture.edu,0,02/21/2025 7:54 AM,02/21/2025 6:45 PM,02/21/2025 7:01 PM,40020,50,Returned: WACOM CINTIQ PEN - WACOM CINTIQ PEN-107520 | HDMI CABLE 10FT - HDMI10-107521 | RODE MIC BATTERY - RODE MIC BATT-107522 | USB-C TO HDMI ADAPTER - USBC HDMI-107523 | GODOX LED LIGHT PANEL - GODOX LED-107524 | NIKON Z6 III BATTERY - NIKON Z6III BATT-107525 | MANFROTTO TRIPOD - MANFRO TRIPOD-107526 | INSTA360 X4 BATTERY - INSTA X4 BATT-107527 | WACOM CINTIQ TABLET - WACOM CINTIQ-107528 | WACOM CINTIQ TABLET - WACOM CINTIQ-107529 | POWER STRIP - PWRSTRIP-107530 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-107531 | RODE MIC BATTERY - RODE MIC BATT-107532 | META QUEST CHARGING CABLE - MQUEST CABLE-107533 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107534 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107535 | MANFROTTO TRIPOD CASE - MANFRO CASE-107536 | XLR CABLE 25FT - XLR25-107537 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107538 | HDMI CABLE 10FT - HDMI10-107539 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107540 | INSTA360 X4 BATTERY - INSTA X4 BATT-107541 | EPSON PROJECTOR - EPSON PROJ-107542 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107543 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-107544 | BENQ DATA PROJECTOR - BENQ PROJ-107545 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107546 | LOGITECH WEBCAM - LOGI WEBCAM-107547 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107548 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-107549 | XLR CABLE 25FT - XLR25-107550 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-107551 | USB KEYBOARD - USB KYBD-107552 | MANFROTTO TRIPOD CASE - MANFRO CASE-107553 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107554 | MACBOOK AIR M3 LAPTOP - MBA M3-107555 | EQUIPMENT CRATE 12x12 - CRATE12-107556 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107557 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-107558 | EQUIPMENT CRATE 12x12 - CRATE12-107559 | LOGITECH WEBCAM - LOGI WEBCAM-107560 | GODOX LED LIGHT PANEL - GODOX LED-107561 | EXTENSION CORD 10FT - EXTCORD10-107562 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107563 | INSTA360 X4 BATTERY - INSTA X4 BATT-107564 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-107565 | BENQ DATA PROJECTOR - BENQ PROJ-107566 | GODOX LED LIGHT PANEL - GODOX LED-107567 | META QUEST CHARGING CABLE - MQUEST CABLE-107568 | ZOOM H5 RECORDER - ZOOM H5-107569 | 
6902401,VIZD,@inside.fixture.edu,0,02/21/2025 8:27 AM,02/25/2025 1:00 PM,02/25/2025 1:30 PM,363780,7,Returned: POWER STRIP - PWRSTRIP-107570 | ZOOM H5 RECORDER - ZOOM H5-107571 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107572 | CARD READER - CARDRDR-107573 | DELL XPS LAPTOP - DELL XPS-107574 | EQUIPMENT CRATE 12x12 - CRATE12-107575 | EXTENSION CORD 10FT - EXTCORD10-107576 | 
8612582,,@inside.fixture.edu,1,02/20/2025 3:05 PM,03/31/2025 6:30 PM,04/01/2025 5:21 PM,3464160,9,Returned: XLR CABLE 25FT - XLR25-107577 | SANDISK 64GB SD CARD - SANDISK 64SD-107578 | WACOM ONE TABLET - WACOM ONE-107579 | FUJIFILM X-T5 BODY - FUJI XT5-107580 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107581 | HUION DRAWING TABLET - HUION TABLET-107582 | MACBOOK AIR CHARGING CABLE - MBA CABLE-107583 | LOGITECH WEBCAM - LOGI WEBCAM-107584 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107585 | 
5545223,,@inside.fixture.edu,0,02/24/2025 8:46 AM,02/24/2025 6:30 PM,02/24/2025 5:53 PM,32820,12,Returned: CARD READER - CARDRDR-107586 | USB-C TO HDMI ADAPTER - USBC HDMI-107587 | INSTA360 X4 BATTERY - INSTA X4 BATT-107588 | EXTENSION CORD 10FT - EXTCORD10-107589 | FUJIFILM X-T5 BODY - FUJI XT5-107590 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107591 | RODE MIC BATTERY - RODE MIC BATT-107592 | META QUEST CHARGING CABLE - MQUEST CABLE-107593 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107594 | MANFROTTO TRIPOD CASE - MANFRO CASE-107595 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-107596 | FUJIFILM X-T5 BODY - FUJI XT5-107597 | 
6144280,SPAC,@inside.fixture.edu,0,02/20/2025 4:49 PM,02/22/2025 3:30 PM,03/14/2025 3:02 PM,1894380,10,Returned: PANASONIC S5 II BODY - PANA S5II-107598 | EXTENSION CORD 10FT - EXTCORD10-107599 | MANFROTTO TRIPOD - MANFRO TRIPOD-107600 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-107601 | MANFROTTO TRIPOD - MANFRO TRIPOD-107602 | EQUIPMENT CRATE 12x12 - CRATE12-107603 | GODOX LED LIGHT PANEL - GODOX LED-107604 | OLYMPUS OM-D E-M1 BODY - OLY EM1-107605 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-107606 | WACOM CINTIQ TABLET - WACOM CINTIQ-107607 | 
5217853,,@fixture.edu,0,02/21/2025 8:27 AM,02/21/2025 6:30 PM,02/22/2025 10:01 AM,92040,5,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-107608 | CARD READER - CARDRDR-107609 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-107610 | CARD READER - CARDRDR-107611 | META QUEST CONTROLLER - MQUEST CTRL-107612 | 
4867786,MDIA,@inside.fixture.edu,0,02/21/2025 12:23 PM,02/21/2025 6:30 PM,02/21/2025 5:48 PM,19500,1,Returned: OLYMPUS OM-D E-M1 BODY - OLY EM1-107613 | 
3024269,,@fixture.edu,0,02/28/2025 8:24 AM,02/28/2025 6:30 PM,03/03/2025 7:57 AM,257580,5,Returned: XLR CABLE 15FT - XLR15-107614 | USB KEYBOARD - USB KYBD-107615 | INSTA360 X4 CAMERA - INSTA X4-107616 | XLR CABLE 15FT - XLR15-107617 | GODOX POWER SUPPLY - GODOX PSU-107618 | 
4231028,,@fixture.edu,0,03/07/2025 7:57 AM,03/07/2025 6:30 PM,03/10/2025 9:55 AM,266280,5,Returned: MACBOOK AIR CHARGING CABLE - MBA CABLE-107619 | MANFROTTO TRIPOD - MANFRO TRIPOD-107620 | EQUIPMENT CRATE 12x12 - CRATE12-107621 | GODOX POWER SUPPLY - GODOX PSU-107622 | HUION DRAWING TABLET - HUION TABLET-107623 | 
6294016,,@fixture.edu,0,03/14/2025 7:56 AM,03/14/2025 6:30 PM,03/14/2025 2:16 PM,22800,5,Returned: GODOX LED LIGHT PANEL - GODOX LED-107624 | BENQ DATA PROJECTOR - BENQ PROJ-107625 | LEXAR 128GB CF CARD - LEXAR CF128-107626 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-107627 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-107628 | 
3005795,,@fixture.edu,0,03/21/2025 8:27 AM,03/21/2025 6:30 PM,03/22/2025 10:08 AM,92460,5,Returned: USB KEYBOARD - USB KYBD-107629 | MANFROTTO TRIPOD CASE - MANFRO CASE-107630 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-107631 | XLR CABLE 25FT - XLR25-107632 | FUJIFILM X-T5 BODY - FUJI XT5-107633 | 
9990305,,@fixture.edu,0,03/28/2025 8:01 AM,03/28/2025 6:30 PM,03/31/2025 8:03 AM,259320,6,Returned: XLR CABLE 25FT - XLR25-107634 | MACBOOK AIR M3 LAPTOP - MBA M3-107635 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-107636 | MACBOOK AIR M3 LAPTOP - MBA M3-107637 | GODOX LED LIGHT PANEL - GODOX LED-107638 | META QUEST HEADSET - MQUEST HS-107639 | 
4106298,,@fixture.edu,0,04/04/2025 8:09 AM,04/04/2025 6:30 PM,04/07/2025 7:52 AM,258180,5,Returned: MACBOOK AIR M3 LAPTOP - MBA M3-107640 | FUJIFILM X-T5 BODY - FUJI XT5-107641 | BENQ DATA PROJECTOR - BENQ PROJ-107642 | META QUEST CONTROLLER - MQUEST CTRL-107643 | META QUEST CONTROLLER - MQUEST CTRL-107644 | 
4213524,,@fixture.edu,0,04/11/2025 8:15 AM,04/11/2025 6:30 PM,04/12/2025 9:48 AM,91980,5,Returned: EXTENSION CORD 10FT - EXTCORD10-107645 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-107646 | ZOOM H5 RECORDER - ZOOM H5-107647 | RODE MIC BATTERY - RODE MIC BATT-107648 | INSTA360 X4 CASE - INSTA X4 CASE-107649 | 
